image,num_lines,trend_1,trend_2,trend_3,trend_4,trend_5,trend_overall
1305.2752v1-Figure5-1.png,1,ylabel is at first flat ylabel value _value_ and then increases at a decreasing rate and then increases at an increasing rate and then again increases at a decreasing rate and plateaus at ylabel value _value_,,,,,ylabel is at first flat ylabel value _value_ and then increases at a decreasing rate and then increases at an increasing rate and then again increases at a decreasing rate and plateaus at ylabel value _value_
1305.3945v2-Figure11-1.png,4,ylabel increases at an increasing rate,ylabel is concave up,ylabel is concave up,ylabel increases at an increasing rate,,"Lines 1 and 4 share the most similar trends. Lines 2 and 3 share the most similar trends, with line 3 being much wider than line 2"
1305.3945v2-Figure8-1.png,4,ylabel is roughly concave up,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate,ylabel increases at an increasing rate,,Each line intersects all other lines somewhere between xlabel values _value_ and _value_
1305.4738v1-Figure6-1.png,3,ylabel is at first flat and then increases roughly at a constant rate,ylabel is at first flat and then increases at an increasing rate and then increases at a decreasing rate and then plateaus at the end at ylabel value _value_,ylabel is at first flat and then increases at an increasing rate and then increases at a decreasing rate and then plateaus at the end at ylabel value _value_,,,All lines share almost the exact same behaviour at the start but then diverge from one another
1305.4979v1-Figure5-1.png,3,"ylabel at first increases at a decreasing rate, then increases at an increasing rate, then increases at a decreasing rate, and at last plateaus to ylabel value _value_","ylabel at first increases at an increasing rate, then increases at a decreasing rate, and at last plateaus to ylabel value _value_","ylabel at first increases at an increasing rate, then increases at a decreasing rate, and at last plateaus to ylabel value _value_",,,All lines share the same origin and converge to the same value as they plateau
1305.6012v1-Figure5-1.png,3,ylabel increases at a constant rate,ylabel increases at an increasing rate,ylabel increases at an increasing rate,,,Lines 2 and 3 share the exact same behaviour at the start but line 2 begins to diverge from line 3 near the middle
1306.0150v1-Figure21-1.png,1,ylabel increases at an increasing rate,,,,,ylabel increases at an increasing rate
1306.1511v1-Figure6-1.png,3,"ylabel at first increases at an increasing rate, then decreases at a decreasing rate, and then increases roughly at a constant rate",ylabel is at first flat and then increases roughly at a constant rate,ylabel is at first flat and then increases roughly at a constant rate,,,None of the lines ever intersect one another
1306.1922v5-Figure5-1.png,4,ylabel is horizontal at ylabel value _value_,ylabel decreases at a decreasing rate and then plateaus at ylabel value _value_,ylabel decreases at a decreasing rate and then plateaus at ylabel value _value_,ylabel decreases at an increasing rate and then plateaus at ylabel value _value_,,"Lines 2, 3, and 4 all converge on the same ylabel value _value_ as they plateau"
1306.2015v1-Figure6-1.png,5,ylabel increases at a constant rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate and then plateaus,ylabel increases at a decreasing rate and then plateaus,"All lines share the same origin and lines 3, 4, and 5 share the most similar trends."
1306.2401v4-Figure19-1.png,4,"ylabel decreases at a constant rate, then is horizontal, and then again decreases at a constant rate","ylabel is at first horizontal, then decreases at a constant rate, and then is again horizontal","ylabel is at first horizontal, then decreases at a constant rate, and then is again horizontal",ylabel is horizontal at ylabel value _value_,,"Lines 1, 2, and 3 all share the same origin point"
1306.2453v1-Figure8-1.png,2,"ylabel increases at a decreasing rate, then plateaus, and then increases at a decreasing rate","ylabel increases at a decreasing rate, then plateaus, and then increases at a roughly constant rate",,,,Both lines share the same origin point but then begin to diverge
1306.2906v1-Figure2-1.png,3,ylabel decreases at a decreasing rate and then plateaus,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate,,,All lines appear to converge near the end
1306.3476v1-Figure2-1.png,3,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,,,"Lines 2 and 3 share the same origin. Lines 1 and 2 share the same trend, with line 1 being above line 2"
1306.4082v1-Figure10-1.png,3,ylabel increases at a constant rate,ylabel increases roughly at a constant,ylabel increases roughly at a constant,,,Lines 1 and 3 intersect at their origin and at xlabel values _value_ and _value_
1306.4856v1-Figure41-1.png,3,ylabel increases roughly at an increasing rate with a few fluctuations between increasing and decreasing,ylabel increases roughly at an increasing rate,ylabel increases roughly at an increasing rate,,,Line 2 does not intersect either of the two other lines while lines 1 and 3 share three points of intersection
1306.5726v3-Figure3-1.png,2,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate with noisy behaviour,,,,Line 2 is above line 1
1306.5797v1-Figure9-1.png,3,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,,,All lines appear to almost converge on each other near the end
1306.6615v3-Figure5-1.png,5,ylabel decreases at a constant rate,ylabel decreases at a constant rate,ylabel decreases at a constant rate,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate and then decreases at a constant rate,"Lines 1, 2, and 3 share the most similar behaviours whiles lines 4 and 5 share the most similar behaviours"
1307.0445v1-Figure6-1.png,1,ylabel at first increases at a decreasing rate and the fluctuates between increasing and decreasing with noisy behaviour,,,,,ylabel at first increases at a decreasing rate and the fluctuates between increasing and decreasing with noisy behaviour
1307.0585v2-Figure8-1.png,4,ylabel decreases at an increasing rate,ylabel at first decreases at an increasing rate and then decreases at a constant rate,ylabel at first decreases at an increasing rate and then decreases at a constant rate,ylabel decreases at an increasing rate,,Lines 3 and 4 share the exact same starting behaviour but then begin to diverge from one another
1307.1179v1-Figure12-1.png,2,ylabel increases at a constant rate,ylabel is roughly horizontal at ylabel value _value_,,,,The two lines intersect at xlabel value _value_
1307.1179v1-Figure4-1.png,4,ylabel increases at a constant rate,ylabel increases at a constant rate,ylabel increases at a constant rate,ylabel increases at a constant rate,,Lines 1 and 2 have the same lengths. Lines 3 and 4 have the same lengths
1307.1690v2-Figure3-1.png,4,ylabel increases at a constant rate,ylabel increases at a constant rate,ylabel increases at a constant rate,ylabel increases at a constant rate,,Line 1 increases at a faster rate than all the other lines
1307.1769v1-Figure1-1.png,3,ylabel at first increases at an increasing rate and then increases at a decreasing rate,ylabel increases at a decreasing rate and then plateaus at ylabel value _value_,ylabel increases at a decreasing rate and then plateaus at ylabel value _value_,,,"Line 2 is above all other lines, followed by line 1 and ending with line 3"
1307.1949v2-Figure1-1.png,2,ylabel is at first flat ylabel value _value_ and then decreases at an increasing rate and then decreases at a decreasing rate and lastly plateaus at ylabel value _value_,ylabel is at first flat ylabel value _value_ and then roughly decreases at a constant rate,,,,Lines 1 and 2 plateau at the same ylabel value at the start before diverging and intersecting at xlabel value _value_
1307.1949v2-Figure2-1.png,2,ylabel is horizontal ,ylabel increases at a constant rate,,,,The two lines share the same origin point
1307.3608v1-Figure3-1.png,4,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,,All the lines begin to slightly diverge from one another near the end
1307.3701v1-Figure4-1.png,2,ylabel is at first flat and then increases at a constant rate and then increases at a decreasing rate and then plateaus at ylabel value _value_,ylabel is at first flat and then increases at a constant rate and then increases at a decreasing rate and then plateaus at ylabel value _value_,,,,The two lines share almost the same exact trends and are almost on top of each other
1307.4505v1-Figure2-1.png,3,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,,,All lines share the same origin but then diverge from one another
1307.6476v1-Figure7-1.png,4,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,,"Lines 2, 3, and 4 share almost the exact same trends and are almost on top of each other"
1307.6476v1-Figure9-1.png,4,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,ylabel decreases at first at a constant rate and then decreases at a decreasing rate and then plateaus,,"Lines 2, 3, and 4 share almost the exact same trends and are almost on top of each other"
1307.6512v1-Figure12-1.png,1,ylabel roughly decreases at a constant rate,,,,,ylabel roughly decreases at a constant rate
